,file.name,FilePath,ARU_ID,Date,JDate,year,Time,BinStarts,BinStarts_sec_past_midn,songs_1,songs_2,songs_3,songs_4,songs_5,songs_6,others,listened,standardized_bs,two_min_sc,date_scaled,time_scaled
52,AB_01_1_2016-06-27_41359_480.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160627_041359.wav,AB_01_1,2016-06-27,179,2016,4:13:59,480,15719,0,0,0,0,0,0,n,n,Feeding Young,0,-0.052267876,0.538779375
53,AB_01_1_2016-06-27_42358_0.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160627_042358.wav,AB_01_1,2016-06-27,179,2016,4:23:58,0,15838,0,0,0,0,0,0,n,n,Feeding Young,0,-0.052267876,0.612842828
54,AB_01_1_2016-06-27_42358_120.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160627_042358.wav,AB_01_1,2016-06-27,179,2016,4:23:58,120,15958,0,0,0,0,0,0,n,n,Feeding Young,0,-0.052267876,0.687528663
55,AB_01_1_2016-06-27_42358_480.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160627_042358.wav,AB_01_1,2016-06-27,179,2016,4:23:58,480,16318,0,0,0,0,1,0,n,y,Feeding Young,1,-0.052267876,0.911586169
56,AB_01_1_2016-06-27_43357_0.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160627_043357.wav,AB_01_1,2016-06-27,179,2016,4:33:57,0,16437,0,0,0,0,0,0,n,n,Feeding Young,0,-0.052267876,0.985649622
57,AB_01_1_2016-06-27_43357_120.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160627_043357.wav,AB_01_1,2016-06-27,179,2016,4:33:57,120,16557,0,0,0,0,0,0,n,y,Feeding Young,0,-0.052267876,1.060335457
58,AB_01_1_2016-06-27_43357_360.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160627_043357.wav,AB_01_1,2016-06-27,179,2016,4:33:57,360,16797,0,0,0,0,0,0,n,n,Feeding Young,0,-0.052267876,1.209707128
59,AB_01_1_2016-06-28_34500_120.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160628_034500.wav,AB_01_1,2016-06-28,180,2016,3:45:00,120,13620,3,4,2,1,2,4,n,n,Feeding Young,16,0.026572133,-0.767600358
60,AB_01_1_2016-06-28_35501_120.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160628_035501.wav,AB_01_1,2016-06-28,180,2016,3:55:01,120,14221,4,1,3,2,4,6,n,n,Feeding Young,20,0.026572133,-0.3935488
61,AB_01_1_2016-06-28_35501_240.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160628_035501.wav,AB_01_1,2016-06-28,180,2016,3:55:01,240,14341,3,6,4,4,3,5,n,n,Feeding Young,25,0.026572133,-0.318862965
62,AB_01_1_2016-06-28_35501_360.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160628_035501.wav,AB_01_1,2016-06-28,180,2016,3:55:01,360,14461,6,5,5,4,2,3,n,n,Feeding Young,25,0.026572133,-0.24417713
63,AB_01_1_2016-06-28_40500_0.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160628_040500.wav,AB_01_1,2016-06-28,180,2016,4:05:00,0,14700,3,3,2,4,3,5,n,n,Feeding Young,20,0.026572133,-0.095427842
64,AB_01_1_2016-06-28_40500_240.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160628_040500.wav,AB_01_1,2016-06-28,180,2016,4:05:00,240,14940,5,5,4,5,5,4,n,n,Feeding Young,28,0.026572133,0.053943829
65,AB_01_1_2016-06-28_40500_360.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160628_040500.wav,AB_01_1,2016-06-28,180,2016,4:05:00,360,15060,3,4,4,3,3,3,n,n,Feeding Young,20,0.026572133,0.128629664
66,AB_01_1_2016-06-28_41459_0.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160628_041459.wav,AB_01_1,2016-06-28,180,2016,4:14:59,0,15299,0,1,1,1,0,0,y,y,Feeding Young,3,0.026572133,0.277378952
67,AB_01_1_2016-06-28_41459_240.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160628_041459.wav,AB_01_1,2016-06-28,180,2016,4:14:59,240,15539,0,0,0,0,0,0,n,y,Feeding Young,0,0.026572133,0.426750622
68,AB_01_1_2016-06-28_41459_360.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160628_041459.wav,AB_01_1,2016-06-28,180,2016,4:14:59,360,15659,0,0,0,0,0,0,n,y,Feeding Young,0,0.026572133,0.501436458
69,AB_01_1_2016-06-28_42458_0.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160628_042458.wav,AB_01_1,2016-06-28,180,2016,4:24:58,0,15898,0,0,0,0,0,0,n,n,Feeding Young,0,0.026572133,0.650185746
70,AB_01_1_2016-06-28_42458_240.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160628_042458.wav,AB_01_1,2016-06-28,180,2016,4:24:58,240,16138,0,0,0,0,0,0,n,n,Feeding Young,0,0.026572133,0.799557416
71,AB_01_1_2016-06-28_42458_360.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160628_042458.wav,AB_01_1,2016-06-28,180,2016,4:24:58,360,16258,1,0,1,0,0,1,n,y,Feeding Young,3,0.026572133,0.874243251
72,AB_01_1_2016-06-28_42458_480.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160628_042458.wav,AB_01_1,2016-06-28,180,2016,4:24:58,480,16378,0,0,0,0,0,0,n,n,Feeding Young,0,0.026572133,0.948929087
73,AB_01_1_2016-06-28_43457_0.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160628_043457.wav,AB_01_1,2016-06-28,180,2016,4:34:57,0,16497,0,0,0,0,0,0,n,n,Feeding Young,0,0.026572133,1.02299254
74,AB_01_1_2016-06-28_43457_360.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160628_043457.wav,AB_01_1,2016-06-28,180,2016,4:34:57,360,16857,0,0,0,0,0,0,n,n,Feeding Young,0,0.026572133,1.247050045
75,AB_01_1_2016-06-28_43457_480.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160628_043457.wav,AB_01_1,2016-06-28,180,2016,4:34:57,480,16977,0,0,1,1,1,0,n,n,Feeding Young,3,0.026572133,1.32173588
76,AB_01_1_2016-06-29_34600_0.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160629_034600.wav,AB_01_1,2016-06-29,181,2016,3:46:00,0,13560,6,7,4,5,7,6,y,n,Feeding Young,35,0.105412141,-0.804943276
77,AB_01_1_2016-06-29_34600_120.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160629_034600.wav,AB_01_1,2016-06-29,181,2016,3:46:00,120,13680,7,6,5,6,5,4,y,n,Feeding Young,33,0.105412141,-0.73025744
78,AB_01_1_2016-06-29_34600_360.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160629_034600.wav,AB_01_1,2016-06-29,181,2016,3:46:00,360,13920,6,5,6,7,6,5,y,n,Feeding Young,35,0.105412141,-0.58088577
79,AB_01_1_2016-06-29_34600_480.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160629_034600.wav,AB_01_1,2016-06-29,181,2016,3:46:00,480,14040,6,1,6,6,4,5,y,n,Feeding Young,28,0.105412141,-0.506199935
80,AB_01_1_2016-06-29_35601_360.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160629_035601.wav,AB_01_1,2016-06-29,181,2016,3:56:01,360,14521,7,6,6,5,7,6,y,n,Feeding Young,37,0.105412141,-0.206834212
81,AB_01_1_2016-06-29_40600_0.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160629_040600.wav,AB_01_1,2016-06-29,181,2016,4:06:00,0,14760,6,6,5,6,4,6,y,n,Feeding Young,33,0.105412141,-0.058084924
82,AB_01_1_2016-06-29_40600_120.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160629_040600.wav,AB_01_1,2016-06-29,181,2016,4:06:00,120,14880,5,0,0,0,0,0,y,n,Feeding Young,5,0.105412141,0.016600911
83,AB_01_1_2016-06-29_40600_480.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160629_040600.wav,AB_01_1,2016-06-29,181,2016,4:06:00,480,15240,0,0,0,0,0,0,y,n,Feeding Young,0,0.105412141,0.240658417
84,AB_01_1_2016-06-29_41559_0.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160629_041559.wav,AB_01_1,2016-06-29,181,2016,4:15:59,0,15359,0,0,0,1,0,0,n,n,Feeding Young,1,0.105412141,0.31472187
85,AB_01_1_2016-06-29_41559_120.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160629_041559.wav,AB_01_1,2016-06-29,181,2016,4:15:59,120,15479,0,0,0,1,0,0,n,n,Feeding Young,1,0.105412141,0.389407705
86,AB_01_1_2016-06-29_41559_240.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160629_041559.wav,AB_01_1,2016-06-29,181,2016,4:15:59,240,15599,0,0,0,0,0,0,n,n,Feeding Young,0,0.105412141,0.46409354
87,AB_01_1_2016-06-29_41559_480.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160629_041559.wav,AB_01_1,2016-06-29,181,2016,4:15:59,480,15839,0,0,0,0,0,0,n,n,Feeding Young,0,0.105412141,0.61346521
88,AB_01_1_2016-06-29_42558_0.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160629_042558.wav,AB_01_1,2016-06-29,181,2016,4:25:58,0,15958,0,0,0,0,0,0,n,n,Feeding Young,0,0.105412141,0.687528663
89,AB_01_1_2016-06-29_42558_120.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160629_042558.wav,AB_01_1,2016-06-29,181,2016,4:25:58,120,16078,0,0,0,0,0,0,n,n,Feeding Young,0,0.105412141,0.762214499
90,AB_01_1_2016-06-29_42558_360.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160629_042558.wav,AB_01_1,2016-06-29,181,2016,4:25:58,360,16318,0,0,0,0,0,0,n,n,Feeding Young,0,0.105412141,0.911586169
91,AB_01_1_2016-06-29_42558_480.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160629_042558.wav,AB_01_1,2016-06-29,181,2016,4:25:58,480,16438,0,0,0,0,0,0,n,n,Feeding Young,0,0.105412141,0.986272004
92,AB_01_1_2016-06-29_43557_0.jpeg,X:/OSFL/2016/01/OSFL-AB-01/OSFL-AB-01-1/OSFL-AB-01-1_20160629_043557.wav,AB_01_1,2016-06-29,181,2016,4:35:57,0,16557,0,0,0,0,0,0,n,n,Feeding Young,0,0.105412141,1.060335457
